pi	EigenGWAS
Solyc05g054120	Solyc07g021610
Solyc05g054130	Solyc07g021620
Solyc05g054140	Solyc07g021630
Solyc05g054380	Solyc07g021640
Solyc05g054390	Solyc07g021650
Solyc05g054400	Solyc07g021660
Solyc05g054410	Solyc07g021670
Solyc05g054420	Solyc07g021680
Solyc05g054430	Solyc07g021690
Solyc05g054440	Solyc07g021700
Solyc05g054450	Solyc07g021710
Solyc05g054460	Solyc07g021720
Solyc05g054470	Solyc07g021730
Solyc05g054480	Solyc07g021740
Solyc05g054490	Solyc07g021750
Solyc05g054500	Solyc07g021760
Solyc05g054510	Solyc07g022760
Solyc05g054520	Solyc07g022770
Solyc05g054530	Solyc07g022780
Solyc05g054540	Solyc07g022790
Solyc05g054550	Solyc07g022800
Solyc05g054560	Solyc07g022810
Solyc05g054570	Solyc07g022820
Solyc05g054580	Solyc07g022830
Solyc05g054590	Solyc07g022840
Solyc05g054600	Solyc07g022850
Solyc05g054610	Solyc07g022860
Solyc05g054620	Solyc07g022880
Solyc05g054630	Solyc07g022890
Solyc05g054640	Solyc07g022900
Solyc05g054650	Solyc07g022910
Solyc05g054660	Solyc07g022920
Solyc05g055490	Solyc07g023940
Solyc05g055500	Solyc07g023980
Solyc05g055510	Solyc07g023990
Solyc05g055520	Solyc07g024000
Solyc05g055530	Solyc07g024010
Solyc05g055540	Solyc07g024020
Solyc05g055550	Solyc07g024030
Solyc05g055560	Solyc07g024040
Solyc05g055570	Solyc07g024070
Solyc05g055580	Solyc07g024080
Solyc05g055590	Solyc07g024090
Solyc05g055600	Solyc07g025090
Solyc05g055610	Solyc07g025100
Solyc05g055620	Solyc07g025110
Solyc05g055630	Solyc07g025120
Solyc05g055640	Solyc07g025130
Solyc05g055650	Solyc07g025140
Solyc05g055660	Solyc07g025150
Solyc05g056090	Solyc07g025160
Solyc05g056100	Solyc07g025170
Solyc05g056110	Solyc07g025180
Solyc05g056120	Solyc07g025190
Solyc05g056130	Solyc07g025200
Solyc05g056140	Solyc07g025210
Solyc05g056150	Solyc07g025220
Solyc05g056160	Solyc07g025230
Solyc05g056170	Solyc07g025240
Solyc05g056180	Solyc07g025250
Solyc05g056190	Solyc07g025270
Solyc05g056200	Solyc07g025280
Solyc05g056210	Solyc07g025290
Solyc05g056220	Solyc07g025300
Solyc05g056230	Solyc07g025330
Solyc05g056240	Solyc07g025370
Solyc05g056250	Solyc07g025380
Solyc05g056260	Solyc07g025390
Solyc05g056270	Solyc07g025400
Solyc05g056280	Solyc07g025410
Solyc05g056290	Solyc07g025420
Solyc05g056300	Solyc07g025430
Solyc05g056310	Solyc07g025440
Solyc05g056320	Solyc07g025450
Solyc05g056330	Solyc07g025460
Solyc05g056340	Solyc07g025470
Solyc05g056350	Solyc07g025480
Solyc05g056360	Solyc07g025490
Solyc05g056370	Solyc07g025500
Solyc05g056380	Solyc07g025510
Solyc05g056390	Solyc07g025520
Solyc05g056400	Solyc07g025530
Solyc05g056410	Solyc07g026530
Solyc05g056420	Solyc07g026540
Solyc06g009160	Solyc07g026550
Solyc06g009170	Solyc07g026560
Solyc06g009180	Solyc07g026570
Solyc06g009190	Solyc07g026580
Solyc06g009200	Solyc07g026600
Solyc06g009210	Solyc07g026610
Solyc06g009220	Solyc07g026620
Solyc06g009230	Solyc07g026630
Solyc06g009240	Solyc07g026640
Solyc06g009250	Solyc07g026650
Solyc06g010150	Solyc07g026660
Solyc06g010160	Solyc07g026670
Solyc06g016660	Solyc07g026680
Solyc06g016670	Solyc07g026690
Solyc06g024310	Solyc07g026700
Solyc06g030660	Solyc07g026710
Solyc06g036750	Solyc07g026720
Solyc06g036820	Solyc07g026730
Solyc06g036850	Solyc07g026740
Solyc06g036890	Solyc07g026750
Solyc06g042930	Solyc07g026760
Solyc06g042940	Solyc07g026770
Solyc06g048700	Solyc07g026780
Solyc06g048710	Solyc07g026790
Solyc06g048720	Solyc07g026800
Solyc06g048730	Solyc07g026810
Solyc06g048740	Solyc07g026820
Solyc06g048750	Solyc07g026830
Solyc06g048760	Solyc07g026850
Solyc06g048770	Solyc07g026860
Solyc06g048780	Solyc07g026870
Solyc06g048790	Solyc07g026880
Solyc06g048800	Solyc07g026890
Solyc06g048810	Solyc07g026900
Solyc06g048820	Solyc07g026910
Solyc06g048830	Solyc07g026920
Solyc06g048840	Solyc07g026930
Solyc06g048850	Solyc07g026940
Solyc06g048860	Solyc07g026950
Solyc06g048870	Solyc07g026960
Solyc06g048880	Solyc07g026970
Solyc06g048890	Solyc07g026990
Solyc06g048900	Solyc07g027000
Solyc06g048910	Solyc07g027010
Solyc06g048920	Solyc07g027020
Solyc06g050720	Solyc07g032020
Solyc06g050730	Solyc07g032030
Solyc06g050740	Solyc07g032040
Solyc06g050750	Solyc07g032050
Solyc06g050760	Solyc07g032060
Solyc06g050770	Solyc07g032070
Solyc06g050780	Solyc07g032080
Solyc06g050790	Solyc07g032090
Solyc06g050800	Solyc07g032100
Solyc06g050810	Solyc07g032110
Solyc06g051260	Solyc07g032120
Solyc06g051270	Solyc07g032130
Solyc06g051280	Solyc07g032140
Solyc06g051290	Solyc07g032150
Solyc06g051300	Solyc07g032160
Solyc06g051310	Solyc07g032170
Solyc06g051320	Solyc07g032180
Solyc06g051330	Solyc07g032190
Solyc06g051340	Solyc07g032220
Solyc06g051350	Solyc07g032230
Solyc06g051360	Solyc07g032240
Solyc06g051370	Solyc07g032250
Solyc06g051380	Solyc07g032260
Solyc06g051390	Solyc07g032280
Solyc06g051400	Solyc07g032290
Solyc06g051410	Solyc07g032300
Solyc06g051420	Solyc07g032310
Solyc06g051430	Solyc07g032320
Solyc06g051440	Solyc07g032330
Solyc06g051450	Solyc07g032340
Solyc06g051460	Solyc07g032350
Solyc06g051490	Solyc07g032360
Solyc06g051500	Solyc07g032370
Solyc06g051510	Solyc07g032380
Solyc06g051800	Solyc07g032390
Solyc06g051810	Solyc07g032400
Solyc06g051820	Solyc07g032410
Solyc06g051830	Solyc07g032420
Solyc06g051840	Solyc07g032430
Solyc06g053480	Solyc07g032440
Solyc06g053490	Solyc07g032450
Solyc06g053500	Solyc07g032460
Solyc06g053510	Solyc07g032470
Solyc06g053520	Solyc07g032480
Solyc06g053530	Solyc07g032490
Solyc06g053540	Solyc07g032500
Solyc06g053550	Solyc07g032510
Solyc06g053560	Solyc07g032530
Solyc06g053570	Solyc07g032540
Solyc06g053580	Solyc07g032550
Solyc06g053590	Solyc07g032560
Solyc06g053600	Solyc07g032570
Solyc06g053610	Solyc07g032580
Solyc06g053620	Solyc07g032590
Solyc06g053630	Solyc07g032600
Solyc06g053640	Solyc07g032610
Solyc06g053650	Solyc07g032620
Solyc06g053660	Solyc07g032630
Solyc06g053670	Solyc07g032640
Solyc06g053680	Solyc07g032650
Solyc06g053690	Solyc07g032660
Solyc06g053700	Solyc07g032670
Solyc06g053710	Solyc07g032680
Solyc06g053720	Solyc07g032700
Solyc06g053730	Solyc07g032710
Solyc06g053740	Solyc07g032720
Solyc06g053750	Solyc07g032730
Solyc06g053760	Solyc07g032740
Solyc06g053770	Solyc07g032750
Solyc06g053780	Solyc07g032760
Solyc06g053790	Solyc07g032770
Solyc06g053800	Solyc07g032780
Solyc06g053810	Solyc07g032790
Solyc06g053820	Solyc07g032800
Solyc06g053830	Solyc07g032810
Solyc06g053840	Solyc07g032820
Solyc06g053850	Solyc07g032830
Solyc06g053860	Solyc07g037860
Solyc06g053870	Solyc07g037890
Solyc06g053880	Solyc07g037900
Solyc06g053890	Solyc07g037910
Solyc06g053900	Solyc07g037920
Solyc06g053910	Solyc07g037930
Solyc06g053920	Solyc07g037940
Solyc06g053930	Solyc07g037950
Solyc06g053940	Solyc07g037960
Solyc06g053950	Solyc07g037970
Solyc06g053960	Solyc07g038000
Solyc06g053970	Solyc07g038010
Solyc06g053980	Solyc07g038040
Solyc06g053990	Solyc07g038100
Solyc06g054000	Solyc07g038110
Solyc06g054010	Solyc07g038120
Solyc06g054020	Solyc07g038130
Solyc06g054030	Solyc07g039220
Solyc06g054040	Solyc07g039230
Solyc06g054050	Solyc07g039240
Solyc06g054060	Solyc07g039250
Solyc06g054070	Solyc07g039260
Solyc06g054080	Solyc07g039270
Solyc06g054090	Solyc07g039280
Solyc06g054100	Solyc07g039290
Solyc06g054110	Solyc07g039300
Solyc06g054120	Solyc07g039310
Solyc06g054130	Solyc07g039320
Solyc06g054140	Solyc07g039330
Solyc06g054150	Solyc07g039340
Solyc06g054160	Solyc07g039350
Solyc06g054480	Solyc07g039360
Solyc06g054490	Solyc07g039370
Solyc06g054500	Solyc07g039380
Solyc06g054510	Solyc07g039390
Solyc06g054520	Solyc07g039400
Solyc06g054530	Solyc07g039410
Solyc06g054540	Solyc07g039420
Solyc06g054550	Solyc07g039430
Solyc06g054560	Solyc07g039440
Solyc06g054570	Solyc07g039450
Solyc06g054580	Solyc07g039460
Solyc06g054590	Solyc07g039470
Solyc06g054600	Solyc07g039480
Solyc06g054610	Solyc07g039490
Solyc06g054620	Solyc07g039500
Solyc06g054630	Solyc07g039510
Solyc06g054640	Solyc07g039520
Solyc06g054650	Solyc07g039530
Solyc06g054660	Solyc07g039540
Solyc06g054670	Solyc07g039550
Solyc06g054680	Solyc07g039560
Solyc06g054690	Solyc07g039570
Solyc06g059690	Solyc07g039580
Solyc06g059700	Solyc07g039590
Solyc06g059850	Solyc07g039600
Solyc06g059860	Solyc07g039610
Solyc06g059870	Solyc07g039620
Solyc06g059880	Solyc07g039630
Solyc06g059930	Solyc07g039640
Solyc06g059900	Solyc07g039650
Solyc06g059910	Solyc07g039660
Solyc06g059920	Solyc07g040660
Solyc06g059940	Solyc07g040670
Solyc06g059960	Solyc07g040680
Solyc06g059970	Solyc07g040690
Solyc06g059980	Solyc07g040700
Solyc06g059990	Solyc07g040710
Solyc06g068120	Solyc07g040720
Solyc06g068130	Solyc07g040730
Solyc06g068140	Solyc07g040740
Solyc06g068150	Solyc07g040750
Solyc06g068160	Solyc07g040760
Solyc06g068170	Solyc07g040770
Solyc06g068180	Solyc07g040780
Solyc06g068190	Solyc07g040790
Solyc06g068200	Solyc07g040800
Solyc06g068210	Solyc07g040810
Solyc06g068220	Solyc07g040820
Solyc06g068230	Solyc07g040830
Solyc06g068240	Solyc07g040840
Solyc06g068250	Solyc07g040850
Solyc06g068260	Solyc07g040860
Solyc06g068270	Solyc07g040870
Solyc06g068280	Solyc07g040880
Solyc06g068290	Solyc07g040890
Solyc06g068300	Solyc07g040900
Solyc06g068310	Solyc07g040910
Solyc06g068320	Solyc07g040920
Solyc06g068330	Solyc07g040930
Solyc06g068340	Solyc07g040940
Solyc06g068350	Solyc07g040950
Solyc06g068360	Solyc07g040960
Solyc06g068370	Solyc07g040970
Solyc06g068380	Solyc07g040980
Solyc06g068390	Solyc07g040990
Solyc06g068400	Solyc07g041000
Solyc06g068410	Solyc07g041010
Solyc06g068420	Solyc07g041020
Solyc06g068430	Solyc07g041080
Solyc06g068440	Solyc07g041090
Solyc06g069060	Solyc07g041100
Solyc06g069070	Solyc07g041110
Solyc06g069080	Solyc07g041130
Solyc06g069090	Solyc07g041140
Solyc06g069100	Solyc07g041150
Solyc06g069110	Solyc07g041160
Solyc06g069120	Solyc07g041170
Solyc06g069130	Solyc07g041180
Solyc06g069140	Solyc07g041190
Solyc06g069150	Solyc07g041200
Solyc06g069160	Solyc07g041210
Solyc06g069170	Solyc07g041230
Solyc06g069180	Solyc07g041240
Solyc06g069190	Solyc07g041250
Solyc06g069200	Solyc07g041260
Solyc06g069210	Solyc07g041270
Solyc06g069220	Solyc07g041280
Solyc06g069230	Solyc07g041290
Solyc06g069240	Solyc07g041300
Solyc06g069250	Solyc07g041310
Solyc06g069710	Solyc07g041320
Solyc06g069720	Solyc07g041330
Solyc06g069730	Solyc07g041340
Solyc06g069740	Solyc07g041350
Solyc06g069760	Solyc07g041360
Solyc06g069770	Solyc07g041370
Solyc06g069780	Solyc07g041380
Solyc06g069790	Solyc07g041390
Solyc06g069800	Solyc07g041400
Solyc06g069810	Solyc07g041410
Solyc06g069820	Solyc07g041420
Solyc06g069830	Solyc07g041430
Solyc06g069840	Solyc07g041440
Solyc06g069850	Solyc07g041450
Solyc06g069860	Solyc07g041460
Solyc06g069870	Solyc07g041470
Solyc06g069880	Solyc07g041480
Solyc06g069890	Solyc07g041490
Solyc06g069900	Solyc07g041500
Solyc06g070900	Solyc07g041510
Solyc06g070910	Solyc07g041520
Solyc06g070920	Solyc07g041550
Solyc06g070930	Solyc07g041560
Solyc06g071340	Solyc07g041570
Solyc06g071350	Solyc07g041610
Solyc06g071370	Solyc07g041620
Solyc06g071380	Solyc07g041630
Solyc06g071390	Solyc07g041640
Solyc06g071400	Solyc07g041650
Solyc06g071410	Solyc07g041660
Solyc06g071420	Solyc07g041670
Solyc06g071430	Solyc07g041680
Solyc06g071440	Solyc07g041690
Solyc06g071450	Solyc07g041710
Solyc06g071460	Solyc07g041720
Solyc06g071470	Solyc07g041730
Solyc06g071480	Solyc07g041740
Solyc06g071490	Solyc07g041750
Solyc06g071500	Solyc07g041760
Solyc06g071510	Solyc07g041770
Solyc06g071520	Solyc07g041780
Solyc06g071530	Solyc07g041790
Solyc06g071540	Solyc07g041810
Solyc06g071550	Solyc07g041820
Solyc06g071560	Solyc07g041830
Solyc06g071570	Solyc07g041840
Solyc06g071580	Solyc07g041850
Solyc06g071590	Solyc07g041860
Solyc06g071600	Solyc07g041870
Solyc06g071610	Solyc07g041880
Solyc06g071620	Solyc07g041890
Solyc06g071630	Solyc07g041900
Solyc06g071640	Solyc07g041910
Solyc06g071650	Solyc07g041920
Solyc06g071660	Solyc07g041930
Solyc06g071670	Solyc07g041940
Solyc06g071680	Solyc07g041950
Solyc06g071690	Solyc07g041960
Solyc06g071700	Solyc07g041970
Solyc06g071710	Solyc07g041980
Solyc06g071720	Solyc07g042000
Solyc06g071730	Solyc07g042010
Solyc06g071740	Solyc07g042020
Solyc06g071750	Solyc07g042030
Solyc06g071760	Solyc07g042040
Solyc06g071770	Solyc07g042050
Solyc06g071780	Solyc07g042060
Solyc06g071790	Solyc07g042430
Solyc06g071800	Solyc07g042440
Solyc06g071810	Solyc07g042450
Solyc06g071820	Solyc07g042460
Solyc06g071830	Solyc07g042470
Solyc06g071840	Solyc07g042480
Solyc06g071850	Solyc07g042490
Solyc06g071860	Solyc07g042500
Solyc06g071870	Solyc07g042510
Solyc06g071880	Solyc07g042520
Solyc06g071890	Solyc07g042530
Solyc06g071900	Solyc07g042540
Solyc06g071910	Solyc07g042550
Solyc06g071920	Solyc07g042560
Solyc06g071930	Solyc07g042570
Solyc06g071940	Solyc07g042580
Solyc06g071950	Solyc07g042590
Solyc06g071960	Solyc07g042600
Solyc06g071970	Solyc07g042610
Solyc06g071980	Solyc07g042620
Solyc06g071990	Solyc07g042630
Solyc06g072000	Solyc07g043050
Solyc06g072010	Solyc07g043060
Solyc06g072020	Solyc07g043070
Solyc06g072030	Solyc07g043080
Solyc06g072040	Solyc07g043090
Solyc06g072050	Solyc07g043100
Solyc06g072060	Solyc07g043110
Solyc06g072070	Solyc07g043120
Solyc06g072080	Solyc07g043130
Solyc06g072090	Solyc07g043140
Solyc06g072100	Solyc07g043150
Solyc06g072110	Solyc07g043160
Solyc06g072120	Solyc07g043170
Solyc06g072130	Solyc07g043180
Solyc06g072140	Solyc07g043190
Solyc06g072160	Solyc07g043200
Solyc06g072170	Solyc07g043210
Solyc06g072180	Solyc07g043220
Solyc06g072190	Solyc07g043230
Solyc06g072200	Solyc07g043240
Solyc06g072210	Solyc07g043250
Solyc06g072220	Solyc07g043260
Solyc06g072230	Solyc07g043270
Solyc06g072240	Solyc07g043280
Solyc06g072250	Solyc07g043300
Solyc06g072260	Solyc07g043310
Solyc06g072270	Solyc07g043320
Solyc06g072280	Solyc07g043330
Solyc06g072290	Solyc07g043340
Solyc06g072300	Solyc07g043350
Solyc06g072310	Solyc07g043360
Solyc06g072320	Solyc07g043380
Solyc06g072330	Solyc07g043390
Solyc06g072340	Solyc07g043400
Solyc06g072350	Solyc07g043410
Solyc06g072360	Solyc07g043420
Solyc06g072370	Solyc07g043430
Solyc06g072380	Solyc07g043440
Solyc06g072390	Solyc07g043450
Solyc06g072400	Solyc07g043460
Solyc06g072410	Solyc07g043470
Solyc06g072420	Solyc07g043480
Solyc06g072430	Solyc07g043490
Solyc06g072440	Solyc07g043500
Solyc06g072450	Solyc07g043510
Solyc06g072460	Solyc07g044890
Solyc06g072470	Solyc07g044900
Solyc06g072480	Solyc07g044910
Solyc06g072490	Solyc07g044920
Solyc06g072500	Solyc07g044930
Solyc06g072510	Solyc07g044940
Solyc06g072520	Solyc07g044950
Solyc06g072720	Solyc07g044960
Solyc06g072730	Solyc07g044970
Solyc06g072740	Solyc07g044980
Solyc06g072750	Solyc07g044990
Solyc06g072760	Solyc07g045000
Solyc06g072770	Solyc07g045010
Solyc06g072780	Solyc07g045020
Solyc06g072790	Solyc07g045030
Solyc06g072800	Solyc07g045040
Solyc06g072810	Solyc07g045050
Solyc06g072820	Solyc07g045060
Solyc06g072830	Solyc07g045070
Solyc06g072840	Solyc07g045080
Solyc06g072850	Solyc07g045090
Solyc06g072860	Solyc07g045100
Solyc06g072870	Solyc07g045110
Solyc06g072880	Solyc07g045120
Solyc06g072890	Solyc07g045140
Solyc06g072900	Solyc07g045150
Solyc06g072910	Solyc07g045160
Solyc06g073730	Solyc07g045170
Solyc06g073740	Solyc07g045180
Solyc06g073750	Solyc07g045590
Solyc06g073760	Solyc07g045600
Solyc06g073770	Solyc07g045610
Solyc06g073780	Solyc07g047610
Solyc06g073790	Solyc07g047620
Solyc06g073800	Solyc07g047630
Solyc06g073810	Solyc07g047640
Solyc06g073820	Solyc07g047650
Solyc06g073830	Solyc07g047670
Solyc06g073840	Solyc07g047680
Solyc06g073850	Solyc07g047690
Solyc06g073860	Solyc07g047700
Solyc06g073870	Solyc07g047710
Solyc06g073880	Solyc07g047720
Solyc06g073890	Solyc07g047730
Solyc06g073900	Solyc07g047740
Solyc06g073910	Solyc07g047750
Solyc06g073920	Solyc07g047760
Solyc06g073930	Solyc07g047770
Solyc06g074510	Solyc07g047780
Solyc06g074520	Solyc07g047790
Solyc06g074530	Solyc07g047800
Solyc06g074540	Solyc07g047810
Solyc06g074550	Solyc07g047820
Solyc06g074560	Solyc07g047830
Solyc06g074570	Solyc07g047840
Solyc06g074580	Solyc07g047850
Solyc06g074590	Solyc07g047860
Solyc06g074600	Solyc07g047870
Solyc06g074610	Solyc07g047880
Solyc06g074620	Solyc07g047890
Solyc06g074630	Solyc07g047900
Solyc06g074640	Solyc07g047910
Solyc06g074650	Solyc07g047920
Solyc06g074660	Solyc07g047940
Solyc06g074670	Solyc07g047950
Solyc06g074680	Solyc07g047960
Solyc06g074690	Solyc07g047970
Solyc06g074700	Solyc07g047980
Solyc06g074710	Solyc07g047990
Solyc06g074720	Solyc07g048000
Solyc06g074730	Solyc07g048010
Solyc06g074740	Solyc07g048020
Solyc06g074750	Solyc07g048030
Solyc06g074760	Solyc07g048040
Solyc06g074770	Solyc07g048050
Solyc06g074780	Solyc07g048060
Solyc06g074790	Solyc07g048070
Solyc06g074800	Solyc07g048080
Solyc06g074810	Solyc07g048090
Solyc06g074820	Solyc07g048100
Solyc06g074830	Solyc07g048110
Solyc06g074840	Solyc07g048120
Solyc06g074850	Solyc07g049120
Solyc06g074860	Solyc07g049130
Solyc06g074870	Solyc07g049140
Solyc06g074880	Solyc07g049150
Solyc06g074890	Solyc07g049160
Solyc06g074900	Solyc07g049170
Solyc06g074910	Solyc07g049180
Solyc06g074920	Solyc07g049190
Solyc06g074930	Solyc07g049200
Solyc06g074940	Solyc07g049210
Solyc06g074950	Solyc07g049220
Solyc06g074960	Solyc07g049230
Solyc06g074970	Solyc07g049240
Solyc06g074980	Solyc07g049250
Solyc06g074990	Solyc07g049260
Solyc06g075000	Solyc07g049270
Solyc06g075010	Solyc07g049280
Solyc06g075020	Solyc07g049290
Solyc06g075030	Solyc07g055420
Solyc06g075040	Solyc07g055430
Solyc06g075050	Solyc07g055440
Solyc06g075060	Solyc07g055450
Solyc06g075070	Solyc07g055460
Solyc06g075080	Solyc07g055470
Solyc06g075090	Solyc07g055480
Solyc06g075100	Solyc07g055490
Solyc06g075110	Solyc07g055530
Solyc06g075120	Solyc07g055540
Solyc06g075130	Solyc07g055550
Solyc06g075140	Solyc07g055560
Solyc06g075150	Solyc07g055570
Solyc06g075160	Solyc07g055580
Solyc06g075170	Solyc07g055590
Solyc06g075180	Solyc07g055600
Solyc06g075190	Solyc07g055610
Solyc06g075200	Solyc07g055620
Solyc06g075210	Solyc07g055630
Solyc06g075220	Solyc08g036440
Solyc06g075240	Solyc08g036450
Solyc06g075250	Solyc08g048480
Solyc06g075260	Solyc08g067960
Solyc06g075270	Solyc08g067970
Solyc06g075280	Solyc08g067980
Solyc06g075290	Solyc08g067990
Solyc06g075300	Solyc08g068000
Solyc06g075310	Solyc08g068010
Solyc06g075320	Solyc08g068020
Solyc06g075330	Solyc08g068030
Solyc06g075340	Solyc08g068040
Solyc06g075350	Solyc08g068050
Solyc06g075360	Solyc08g068060
Solyc06g075370	Solyc08g068070
Solyc06g075380	Solyc08g068080
Solyc06g075390	Solyc08g068090
Solyc06g075400	Solyc08g068380
Solyc06g075410	Solyc08g068390
Solyc06g075420	Solyc08g068400
Solyc06g075430	Solyc08g068410
Solyc06g075440	Solyc08g068420
Solyc06g075450	Solyc08g068430
Solyc06g075460	Solyc08g068440
Solyc06g075470	Solyc08g068450
Solyc06g075480	Solyc08g068460
Solyc06g075490	Solyc08g068470
Solyc06g075500	Solyc08g068480
Solyc06g075510	Solyc08g068490
Solyc06g075520	Solyc08g068500
Solyc06g075530	Solyc08g068510
Solyc06g075540	Solyc08g068520
Solyc06g075550	Solyc08g068530
Solyc06g075560	Solyc08g068540
Solyc06g075570	Solyc08g068550
Solyc06g075580	Solyc08g068570
Solyc06g075590	Solyc08g068580
Solyc06g075600	Solyc08g068590
Solyc06g075610	Solyc08g076190
Solyc06g075620	Solyc08g076200
Solyc06g075630	Solyc08g076210
Solyc06g075640	Solyc08g076220
Solyc06g075650	Solyc08g076230
Solyc06g075660	Solyc08g076250
Solyc06g075670	Solyc08g076290
Solyc06g075680	Solyc08g076300
Solyc06g075690	Solyc08g076310
Solyc06g075700	Solyc08g076320
Solyc06g075710	Solyc08g076330
Solyc06g075720	Solyc08g076340
Solyc06g075730	Solyc08g076350
Solyc06g075740	Solyc08g076360
Solyc06g075750	Solyc08g076370
Solyc06g075760	Solyc08g076380
Solyc06g075770	Solyc08g076390
Solyc06g075780	Solyc08g076400
Solyc06g075790	Solyc08g076410
Solyc06g075800	Solyc08g076420
Solyc06g075810	Solyc08g076430
Solyc06g075820	Solyc08g076440
Solyc06g075830	Solyc08g076450
Solyc06g075840	Solyc08g076460
Solyc06g075850	Solyc08g076470
Solyc06g075860	Solyc08g076480
Solyc06g075870	Solyc08g076490
Solyc06g075880	Solyc08g076500
Solyc06g075890	Solyc08g076510
Solyc06g075900	Solyc08g076520
Solyc06g075910	Solyc08g076530
Solyc06g075920	Solyc08g076540
Solyc06g075930	Solyc08g076550
Solyc06g075940	Solyc08g076560
Solyc06g075950	Solyc08g076570
Solyc06g075960	Solyc08g076580
Solyc06g075970	Solyc08g076590
Solyc06g075980	Solyc08g076610
Solyc06g075990	Solyc08g076620
Solyc06g076000	Solyc08g076630
Solyc06g076010	Solyc08g076640
Solyc06g076020	Solyc08g076650
Solyc06g076030	Solyc08g076660
Solyc06g076040	Solyc08g076670
Solyc06g076050	Solyc08g076680
Solyc06g076060	Solyc08g076690
Solyc06g076070	Solyc08g076700
Solyc06g076080	Solyc08g076710
Solyc06g076090	Solyc08g076720
Solyc06g076100	Solyc08g076730
Solyc06g076110	Solyc08g076740
Solyc06g076120	Solyc08g076760
Solyc06g076130	Solyc08g076770
Solyc06g076140	Solyc08g076780
Solyc06g076150	Solyc08g077080
Solyc06g076160	Solyc08g077090
Solyc06g076170	Solyc08g077100
Solyc06g076180	Solyc08g077110
Solyc06g076190	Solyc08g077120
Solyc06g076200	Solyc08g077130
Solyc06g076210	Solyc08g077140
Solyc06g076220	Solyc08g077150
Solyc06g076230	Solyc08g077160
Solyc06g076240	Solyc08g077170
Solyc06g076250	Solyc08g077180
Solyc06g076260	Solyc08g077190
Solyc06g076270	Solyc08g077200
Solyc06g076280	Solyc08g077210
Solyc06g076290	Solyc08g077220
Solyc06g076300	Solyc08g077230
Solyc06g076630	Solyc08g077240
Solyc06g076640	Solyc08g077250
Solyc06g076650	Solyc08g077260
Solyc06g076660	Solyc08g077270
Solyc06g076670	Solyc08g077280
Solyc06g076680	Solyc08g077290
Solyc06g076690	Solyc08g077300
Solyc06g076700	Solyc08g077310
Solyc06g076710	Solyc08g077320
Solyc06g076740	Solyc08g077330
Solyc06g076750	Solyc08g077340
Solyc06g076760	Solyc08g077350
Solyc06g076770	Solyc08g077360
Solyc06g076780	Solyc08g077370
Solyc06g076790	Solyc08g077380
Solyc06g076800	Solyc08g077400
Solyc06g076810	Solyc08g077410
Solyc06g076820	Solyc08g077420
Solyc06g076830	Solyc08g077430
Solyc06g083830	Solyc08g077440
Solyc06g083840	Solyc08g077450
Solyc06g083850	Solyc08g077460
Solyc06g083860	Solyc08g077470
Solyc06g083870	Solyc08g077480
Solyc06g083880	Solyc08g077490
Solyc06g083890	Solyc08g077500
Solyc06g083900	Solyc08g077510
Solyc06g083910	Solyc08g077520
Solyc06g083920	Solyc08g077530
Solyc06g083930	Solyc08g077540
Solyc06g083940	Solyc08g077550
Solyc06g083950	Solyc08g077560
Solyc06g083960	Solyc08g077570
Solyc06g083970	Solyc08g077580
Solyc06g083980	Solyc08g077590
Solyc06g083990	Solyc08g077600
Solyc06g084000	Solyc08g077610
Solyc06g084010	Solyc08g077620
Solyc06g084020	Solyc08g077630
Solyc06g084030	Solyc08g077640
Solyc06g084040	Solyc08g077650
Solyc06g084050	Solyc08g077660
Solyc06g084060	Solyc08g077670
Solyc06g084070	Solyc08g078250
Solyc06g084080	Solyc08g078260
Solyc06g084090	Solyc08g078270
Solyc06g084100	Solyc08g078280
Solyc06g084110	Solyc08g078290
Solyc06g084120	Solyc08g078300
Solyc07g005040	Solyc08g078310
Solyc07g005050	Solyc08g078320
Solyc07g005060	Solyc08g078330
Solyc07g005070	Solyc08g078340
Solyc07g005080	Solyc08g078350
Solyc07g005090	Solyc08g080550
Solyc07g005100	Solyc08g080560
Solyc07g005110	Solyc08g080570
Solyc07g005120	Solyc08g080580
Solyc07g005130	Solyc08g080590
Solyc07g005140	Solyc08g080600
Solyc07g005150	Solyc08g080610
Solyc07g005160	Solyc08g080620
Solyc07g005170	Solyc08g080630
Solyc07g005180	Solyc08g080640
Solyc07g005190	Solyc08g080650
Solyc07g005200	Solyc08g080660
Solyc07g005210	Solyc08g080670
Solyc07g005220	Solyc08g080680
Solyc07g005230	Solyc08g080690
Solyc07g005240	Solyc08g080700
Solyc07g005250	Solyc08g080710
Solyc07g005260	Solyc08g080720
Solyc07g005270	Solyc08g080730
Solyc07g005280	Solyc08g080740
Solyc07g005290	Solyc08g080750
Solyc07g005300	Solyc08g080760
Solyc07g005310	Solyc08g080770
Solyc07g005320	Solyc08g080780
Solyc07g005330	Solyc08g080790
Solyc07g005340	Solyc08g080800
Solyc07g005350	Solyc08g080810
Solyc07g005360	Solyc08g080820
Solyc07g005370	Solyc08g080830
Solyc07g005380	Solyc08g081650
Solyc07g005390	Solyc08g081660
Solyc07g005670	Solyc08g081670
Solyc07g005680	Solyc08g081680
Solyc07g005690	Solyc08g081690
Solyc07g005700	Solyc08g081700
Solyc07g005710	Solyc08g081710
