pi	EigenGWAS
Solyc12g013550	
Solyc12g013560	
Solyc12g013570	
Solyc12g013580	
Solyc12g013590	
Solyc12g013600	
Solyc12g013610	
Solyc12g013620	
Solyc12g013630	
Solyc12g013640	
Solyc12g013650	
Solyc12g013660	
Solyc12g013670	
Solyc12g013680	
Solyc12g013690	
Solyc12g013700	
Solyc12g013710	
Solyc12g013720	
Solyc12g013730	
Solyc12g013740	
Solyc12g013750	
Solyc12g013760	
Solyc12g013770	
Solyc12g013780	
Solyc12g013790	
Solyc12g013800	
Solyc12g013810	
Solyc12g013820	
Solyc12g013830	
Solyc12g013840	
Solyc12g013850	
Solyc12g013860	
Solyc12g013870	
Solyc12g013880	
Solyc12g013890	
Solyc12g013900	
Solyc12g013910	
Solyc12g013920	
Solyc12g013930	
Solyc12g013940	
Solyc12g013950	
Solyc12g013960	
Solyc12g013970	
Solyc12g013980	
Solyc12g013990	
Solyc12g014000	
Solyc12g014010	
Solyc12g014020	
Solyc12g014030	
Solyc12g014040	
Solyc12g014050	
Solyc12g014060	
Solyc12g014070	
Solyc12g014080	
Solyc12g014090	
Solyc12g014100	
Solyc12g014110	
Solyc12g014120	
Solyc12g014130	
Solyc12g014140	
Solyc12g014150	
Solyc12g014160	
Solyc12g014170	
Solyc12g014180	
Solyc12g014190	
Solyc12g014200	
Solyc12g014210	
Solyc12g014220	
Solyc12g014230	
Solyc12g014240	
Solyc12g014250	
Solyc12g014260	
Solyc12g014270	
Solyc12g014280	
Solyc12g014290	
Solyc12g014300	
Solyc12g014310	
Solyc12g014320	
Solyc12g042900	
Solyc12g042910	
Solyc12g042920	
Solyc12g042930	
Solyc12g042940	
Solyc12g043150	
Solyc12g043160	
Solyc12g043170	
Solyc12g044170	
Solyc12g044180	
Solyc12g044190	
Solyc12g044200	
Solyc12g044210	
Solyc12g044220	
Solyc12g044230	
Solyc12g044240	
Solyc12g044660	
Solyc12g044670	
Solyc12g044680	
Solyc12g044690	
Solyc12g044700	
Solyc12g044710	
Solyc12g044720	
Solyc12g044730	
Solyc12g044740	
Solyc12g044750	
Solyc12g044760	
Solyc12g044770	
Solyc12g044780	
Solyc12g044790	
Solyc12g044800	
Solyc12g056660	
Solyc12g056670	
Solyc12g056680	
Solyc12g056690	
Solyc12g095850	
Solyc12g095860	
Solyc12g095870	
Solyc12g095880	
Solyc12g095890	
Solyc12g095900	
Solyc12g095910	
Solyc12g095920	
Solyc12g095930	
Solyc12g095940	
Solyc12g095950	
Solyc12g095960	
Solyc12g095970	
Solyc12g095980	
Solyc12g095990	
Solyc12g096000	
Solyc12g096010	
Solyc12g096020	
Solyc12g096030	
Solyc12g096350	
Solyc12g096360	
Solyc12g096370	
Solyc12g096380	
Solyc12g096390	
Solyc12g096400	
Solyc12g096410	
Solyc12g096420	
Solyc12g096430	
Solyc12g096440	
Solyc12g096450	
Solyc12g096460	
Solyc12g096470	
Solyc12g096480	
Solyc12g096490	
Solyc12g096500	
Solyc12g096510	
Solyc12g096520	
Solyc12g096530	
Solyc12g096540	
Solyc12g096550	
Solyc12g096560	
Solyc12g096570	
Solyc12g096580	
Solyc12g096590	
Solyc12g096600	
Solyc12g096610	
Solyc12g096620	
Solyc12g096630	
Solyc12g096640	
Solyc12g096650	
Solyc12g096660	
Solyc12g096670	
Solyc12g096680	
Solyc12g096690	
Solyc12g096700	
Solyc12g096710	
Solyc12g096720	
Solyc12g096730	
Solyc12g096740	
Solyc12g096750	
Solyc12g096760	
Solyc12g096770	
Solyc12g096780	
Solyc12g096790	
Solyc12g096800	
Solyc12g096810	
Solyc12g096820	
Solyc12g096830	
Solyc12g096840	
Solyc12g096850	
Solyc12g096860	
Solyc12g096870	
Solyc12g096880	
Solyc12g096890	
Solyc12g096900	
Solyc12g096910	
Solyc12g096920	
Solyc12g096930	
Solyc12g096940	
Solyc12g096950	
Solyc12g096960	
Solyc12g096970	
Solyc12g096980	
Solyc12g096990	
Solyc12g097000	
Solyc12g097010	
Solyc12g097020	
Solyc12g097030	
Solyc12g097040	
Solyc12g097050	
Solyc12g097060	
Solyc12g097070	
Solyc12g097080	
Solyc12g097090	
Solyc12g098090	
Solyc12g098100	
Solyc12g098110	
Solyc12g098120	
Solyc12g098130	
Solyc12g098140	
Solyc12g098150	
Solyc12g098160	
Solyc12g098170	
Solyc12g098180	
Solyc12g098190	
Solyc12g098200	
Solyc12g098210	
Solyc12g098220	
Solyc12g098230	
Solyc12g098240	
Solyc12g098250	
Solyc12g098260	
Solyc12g098270	
Solyc12g098280	
Solyc12g098290	
Solyc12g098300	
Solyc12g098310	
Solyc12g098320	
Solyc12g098330	
Solyc12g098340	
Solyc12g098350	
Solyc12g098360	
Solyc12g098370	
Solyc12g098380	
Solyc12g098390	
Solyc12g098400	
Solyc12g098410	
Solyc12g098420	
Solyc12g098430	
Solyc12g098440	
Solyc12g098450	
Solyc12g098460	
Solyc12g098470	
Solyc12g098480	
Solyc12g098490	
Solyc12g098500	
Solyc12g098510	
Solyc12g098520	
Solyc12g098530	
Solyc12g098540	
Solyc12g098550	
Solyc12g098560	
Solyc12g098570	
Solyc12g098580	
Solyc12g098590	
Solyc12g098600	
Solyc12g098610	
Solyc12g098620	
Solyc12g098630	
Solyc12g098640	
Solyc12g098650	
Solyc12g098660	
Solyc12g098670	
Solyc12g098680	
Solyc12g098690	
Solyc12g098700	
Solyc12g098710	
Solyc12g098860	
Solyc12g098870	
Solyc12g098880	
Solyc12g098890	
Solyc12g098900	
Solyc12g098910	
Solyc12g098920	
Solyc12g098930	
Solyc12g098940	
Solyc12g098950	
Solyc12g098960	
Solyc12g098970	
Solyc12g098980	
Solyc12g098990	
Solyc12g099000	
Solyc12g099010	
Solyc12g099020	
Solyc12g099030	
Solyc12g099040	
Solyc12g099050	
Solyc12g099060	
Solyc12g099070	
Solyc12g099080	
Solyc12g099090	
Solyc12g099100	
Solyc12g099110	
Solyc12g099120	
Solyc12g099130	
Solyc12g099140	
Solyc12g099150	
Solyc12g099160	
Solyc12g099170	
Solyc12g099180	
Solyc12g099190	
Solyc12g099200	
Solyc12g099210	
Solyc12g099220	
Solyc12g099230	
Solyc12g099240	
Solyc12g099250	
Solyc12g099260	
Solyc12g099270	
Solyc12g099280	
Solyc12g099290	
Solyc12g099300	
Solyc12g099310	
